num__operating_hours,num__temperature_c,num__vibration_mm_s,num__pressure_bar,num__days_since_maintenance,num__error_count_30d,num__energy_kw,cat__machine_type_A,cat__machine_type_B,cat__machine_type_C,cat__environment_humedo,cat__environment_polvoriento,cat__environment_seco,failure_next_7_days
-0.2494813316667316,0.14704011819338556,0.5246267575054689,-0.6845713322539794,0.23251915753382435,-0.7218398305181921,-1.9948820789620145,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.9038759451377747,0.9173251310633708,0.5720449014324841,1.5067202408403346,0.7732551743536072,-1.372067878666936,-0.3000802378637126,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.7776132709277617,-0.2963492487827028,0.012510803093703803,-0.6549592839689203,-1.2695253336322392,1.2288443139280396,0.31238420952036916,0.0,1.0,0.0,0.0,0.0,1.0,0
1.186391400393843,-0.4330510643383338,0.36340506815361706,-1.0695279599597367,0.853364213882464,-0.7218398305181921,0.6301595547263014,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.2366438349583766,-0.5554883426185941,-0.36683434832241846,-0.9806918151045612,0.2525464174160385,0.5786162657792957,1.3431170599960198,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.4801183892539614,-0.0158133490337572,-2.083371158480372,-0.8622436219643279,-0.6086257575191713,-1.372067878666936,-0.6531639547591924,0.0,1.0,0.0,1.0,0.0,0.0,0
1.5651028334748194,-0.31655734325614404,0.5056594999346624,0.3370443335805322,0.5329280557670371,1.2288443139280396,2.593848226383468,0.0,0.0,1.0,0.0,0.0,1.0,1
0.12070460706763526,-0.21908300520778065,1.8144002723202843,0.5739407198609988,1.2539094115267475,0.5786162657792957,-1.241184144819741,1.0,0.0,0.0,0.0,0.0,1.0,0
-2.226498599622635,0.6510537685897958,1.0177754543464277,-0.12194241483787067,1.0736640725868198,-0.7218398305181921,0.1602866083961629,1.0,0.0,0.0,0.0,0.0,1.0,0
-2.2372676451130893,0.5202955102322371,-1.713509635849653,1.0773455407069894,-0.40835315869702943,-0.07161178236944823,-0.29329016638495276,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.4343499459195306,-1.9878856273536767,-1.931633097913923,0.026117826587420245,2.4755722643418125,-0.7218398305181921,-0.4223015244813784,0.0,1.0,0.0,0.0,1.0,0.0,0
0.5635816028625686,-1.030972918464264,-0.06335822718952074,0.1445660197276535,0.21249189765161017,-1.372067878666936,-0.9722973142608752,1.0,0.0,0.0,0.0,0.0,1.0,0
0.04262902726184152,-0.9394421376139729,-0.6797940982407195,0.17417806801271116,0.23251915753382435,1.2288443139280396,-1.4869847323508252,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.22659710999951618,0.44897282385538545,-0.2150962877559698,0.011311802444891415,0.6130370952958938,-0.7218398305181921,-1.3620474171416552,1.0,0.0,0.0,0.0,0.0,1.0,0
1.3730548555617175,0.8400588874884504,0.012510803093703803,-1.2175882013850277,-0.5685712377547429,1.8790723620767835,-1.503280903899847,0.0,1.0,0.0,0.0,0.0,1.0,0
